id_paiement,id_inscription,reference,date_paiement,montant,mode_paiement,statut,tranche
c13a0291-d09a-4ebf-9fd8-5e4e86eb1682,a34b7628-6c4a-445c-b361-0c588044cc72,REF91658015,2026-01-29,15000000.0,OM,VALIDE,Tranche 1
a37ee585-5eb6-4aeb-8c94-87d4d05fb11c,b6f24100-0d90-406a-8fec-74b684c4d71e,REF_DOUBLON_123,2025-03-23,0.0,OM,,1
3d274ed5-55b0-4644-b6c6-e84b452cc8f6,dcd36e8a-5ae8-456c-a44a-048aff740fbd,REF20165581,2026-03-13,0.0,Orange Money,,2eme
9320d1d3-d819-46f2-bbee-26cdc8b432c2,7e6c9d71-eec0-4d0e-ad0b-55dfd94eadbb,REF90578160,2025-11-30,-15000.0,Espèces,REFUSE,1ere
a9a52e3a-1b8d-47dc-a71f-e13f2045cf97,8c54d0cc-2a5e-466f-94b1-bf802531b419,REF57230464,2025-01-20,0.0,Chèque,REFUSE,Tranche 1
ba82a9bd-a0e9-4442-b2f3-da751a3f4bc1,588ea0da-f25c-45d3-8cad-76996cf78c4b,REF58730037,2026-05-13,10000.0,Wave,ECHEC,1ere
29efb4d9-c2af-4111-8d70-741d8b5a4082,118a665d-d774-4df5-9426-902c8eab0252,REF67781491,2026-07-26,10000.0,Espèces,VALIDE,1ere
bc9bcc8d-424e-42d5-865a-6c7c14c7ea80,94e60d49-f477-4bde-b42f-bb6957d0da0d,REF25340101,2025-09-10,10000.0,OM,VALIDE,3eme
40e44304-133f-4fd2-a35d-5c1523ce6753,d54eee5f-1c26-4b83-a06c-66f39f3d4746,REF36031734,2024-10-08,-15000.0,Wave,REFUSE,1
48908d77-d270-41c7-98d6-700cda45f9c8,be2d62d1-cceb-4cc6-b9c2-64e2b820cc2f,REF57609962,2025-03-06,-15000.0,OM,VALIDE,1ere
541eab6a-55f9-4eaf-8c39-febfef47df79,7cc294bc-5d61-4a59-a1e2-8d2f6529e682,REF93609800,2025-09-25,15000000.0,Virement,ECHEC,2eme
7550f4fd-d2fa-4bdd-8b5f-28e8e5d5f042,9a749024-af45-46ff-bd54-029f107eaa07,REF76513258,2026-05-19,-15000.0,OM,ECHEC,1ere
29a323f8-91d0-4858-ab0d-7bb55f075276,abb64a3f-0079-4909-a495-b21434a4bb7b,REF98041038,2025-02-03,15000000.0,Chèque,ECHEC,2eme
5f0bef35-5832-4dd9-a3f9-b8d93a98ad1e,21db0099-5b7f-4e5f-8748-dc96156a7d86,REF92926414,2025-06-10,10000.0,Virement,ECHEC,2eme
b5aa1db2-58bd-450a-8d39-a4228a2d9a5e,01aed350-973c-4dd7-99aa-41eafcc8051e,REF75225637,2025-12-24,50000.0,Virement,REFUSE,1
8bb9c3d3-d767-442e-b26a-09ce4128f438,9d6e7138-61a2-4723-9792-726d7e13e7f3,REF_DOUBLON_123,2025-07-06,0.0,Chèque,ECHEC,Tranche 1
cd542750-9c16-40f7-bb00-5546aef44df4,6c957f50-7287-4965-bc1a-16a3f26ba3f6,REF63257170,2025-03-28,-15000.0,orange money,REFUSE,2eme
d6f01bf8-dce8-4430-b9df-82ee25ce1421,9d5cb064-d302-4a31-bf99-0038837d7583,REF65667906,2025-03-25,10000.0,Espèces,REFUSE,1
6c47ed87-7a06-4152-9d75-6064b9e008a6,ce3cffd9-2dd9-4a00-8dbf-27599aa9c208,REF06175164,2025-08-11,10000.0,Wave,ECHEC,3eme
31049b65-024b-4e50-851d-917510922a78,071cfca9-5a3b-40fc-9039-423795b34750,REF60095423,2024-11-26,50000.0,Chèque,ECHEC,2eme
f5ea6487-5758-4faf-a978-1ccee8846b42,ba8ac09f-6dfe-4c72-970e-a06a723d78cb,REF41398927,2024-11-20,-15000.0,Virement,VALIDE,2eme
167f98fa-d9db-491e-86b6-6d8464a7c95b,5d95c933-59a8-4cb7-952c-cf6e0bd0a1d3,REF82083186,2025-11-09,50000.0,Wave,,1
029c1cf1-ff75-4816-a778-617bf516a389,528edcd6-1893-4d77-8609-240d1c50dde8,REF19440398,2025-11-04,10000.0,Wave,ECHEC,2eme
0a2e3f69-85f0-4ec7-a1bf-26662f6e7824,175e36fc-b6e4-4f09-a951-ecb1d82ba729,REF82249317,2025-03-29,0.0,orange money,REFUSE,2eme
c0890601-086a-416e-804c-458ab172131d,46a4df1b-963c-46ef-94eb-132a092a27b0,REF53783309,2025-04-29,10000.0,Espèces,VALIDE,1
9a9d1a71-3df6-4c33-b8a1-f82aadceaa40,668a1e23-5482-4b94-82c2-8cee9c1c7ac9,REF66056078,2026-03-24,15000000.0,Wave,ECHEC,Tranche 1
70e8b85c-f68a-4cb2-8aab-f408ca6d7fb1,6aba9a2f-91e6-46c7-a285-1d1dcf035402,REF60359117,2025-06-09,15000000.0,Wave,VALIDE,3eme
1297c66b-c6ce-4bf8-a57e-124462183c66,514e3e9a-1553-4d5b-9f4f-1080ac271aa3,REF80242709,2024-09-20,-15000.0,Espèces,VALIDE,Tranche 1
3bec8a51-363d-4e44-8a86-dc5142acb887,5ef785b1-4c46-449c-b664-9d9c91c473ff,REF50466267,2024-11-27,15000000.0,Wave,,1
08555113-722a-4228-ba7e-270831c0471d,99eb5284-be8c-468e-9571-b2588ca66dc5,REF11191160,2024-08-01,50000.0,orange money,VALIDE,Tranche 1
e2e56ba0-6890-4753-863e-665003ac897c,26e63649-0732-4546-8ffa-dc2a4c7141b1,REF34411810,2024-12-24,-15000.0,Chèque,VALIDE,2eme
3589b135-63be-454d-9a1e-7a30c693f9bd,61c293c7-2d2b-41ef-ad1e-7c7bba341cc2,REF98938782,2026-07-10,50000.0,orange money,ECHEC,3eme
ddae931a-d35b-4ae4-9d5f-bb2b7413d6cb,c27eee24-05f4-46b0-87c4-f52433aee145,REF65357561,2024-09-13,-15000.0,OM,REFUSE,Tranche 1
aa20562c-46e2-45ff-aef9-cae12ab32d31,c7d86915-972f-4ef3-95c2-d6620c66ad7e,REF06304381,2026-07-07,0.0,Orange Money,ECHEC,Tranche 1
cd3fa296-ca6d-4bab-949a-0265c941df4b,4f6a0d9a-b16a-4bbd-940b-c8fda79f530e,REF96885509,2025-07-08,0.0,Espèces,,3eme
bfcd02e4-1b2e-4ffe-8ba5-c4b18b3ff7f3,2adad59f-eb43-4954-9c93-6f58ff9a55c4,REF48645286,2024-12-22,15000000.0,OM,,3eme
b0dedbe8-9e0a-4a16-9f05-6f95fe0e1bf0,3eead069-11e4-42e1-b165-2f655a7c423a,REF16327974,2025-07-02,50000.0,Chèque,REFUSE,Tranche 1
86be4156-8f65-4212-bb1c-3d77c1a9f169,56855e43-8474-4cbc-992c-e3e767240f4b,REF39890182,2025-03-11,10000.0,Wave,ECHEC,1
437975d8-b452-420d-a73b-18b4e8dbb978,1c8fdde0-4b10-43f1-b21b-d3fb5a651115,REF07843555,2025-05-16,15000000.0,Chèque,ECHEC,2eme
7dedb83d-d40d-4b71-84fd-b8729f3e4f38,4ab743d7-28ac-4533-8547-15735069f011,REF95022534,2025-07-02,0.0,OM,VALIDE,2eme
076a81c6-9576-487b-bc44-f8a232c22034,1176d8dc-9289-4eb6-a66e-b52645038727,REF17747155,2025-04-07,0.0,orange money,VALIDE,2eme
3053f1f7-c96c-4b85-be0f-9125ef6d6597,702e8797-80ed-4e14-b81e-3e11a66c1551,REF99718535,2026-07-11,50000.0,Orange Money,VALIDE,1ere
d8a8186a-d8a2-4e19-8399-d018e3c8c708,930f47d4-8d2b-4933-922e-c0b090eba2b2,REF39211474,2024-09-26,50000.0,orange money,REFUSE,1
30f25a95-1841-4d0b-9ff5-8de5eb2e50e6,06ca51ee-fc56-48b5-ae00-f4da2b4ade27,REF83659915,2026-03-21,15000000.0,OM,REFUSE,3eme
c19820b7-a743-4d48-9225-24c442c079f2,195ad96b-6a19-48b0-aa9c-986886756452,REF24442928,2026-06-12,50000.0,Orange Money,ECHEC,1
ae282447-5f59-43ef-8ecb-bd050063a95d,7f4dabdf-9caf-44df-8a74-db100172c40e,REF20215677,2025-02-05,10000.0,Wave,VALIDE,Tranche 1
07346893-b2e5-461f-9acc-4d878c3f968a,63771e16-050a-4e03-a652-580adde4c306,REF60271415,2026-02-08,50000.0,Wave,,1ere
825eb860-209a-44eb-a0a9-88ebed18b99b,736807d2-9aca-43c9-b8c8-4535c9c7b19a,REF15150892,2026-01-04,50000.0,Espèces,ECHEC,1ere
a4e39100-6d71-4756-8315-e3b065ca2c9a,b9825137-2bee-4ebf-9985-e6462ee6f44f,REF34242269,2024-08-31,10000.0,Wave,VALIDE,1ere
ddd51826-bd90-494c-8762-27c26d02625f,44e330c3-a86d-4449-9144-6b1537a98f7b,REF92494778,2025-10-31,15000000.0,Wave,VALIDE,1ere
00de4478-de97-4ec9-99e5-9ecd2cfd3a19,e4f8795f-d0c8-462a-880d-a824007cd7cb,REF68899572,2026-02-10,-15000.0,orange money,,2eme
a2352253-8cf6-4189-bbb5-71ddf5e4ea01,be6c4117-beb4-4996-a161-88c1a0f4d844,REF63925034,2024-12-28,10000.0,Chèque,,1ere
9ad070d5-6769-4cf3-b7e6-0d7b8aa4d739,1df33b67-ffaf-435a-8d28-ff697502ee02,REF58809611,2025-03-08,10000.0,Chèque,VALIDE,2eme
f921f469-5e5e-4c16-9923-43dac1f85be5,84f51365-2388-4bcc-a173-527a1adcae2c,REF29114632,2026-01-16,10000.0,Chèque,REFUSE,Tranche 1
5d3612b0-0539-43b1-b008-86054ef107bd,5fca8185-c8c2-4b48-92f7-1dbd866fc895,REF60631146,2025-11-17,15000000.0,orange money,REFUSE,1
74976b75-6041-4e1a-942e-426a376ffadd,758cc2c9-464d-4f70-8ae0-2b57eb8980cb,REF17444450,2024-10-22,0.0,Wave,VALIDE,1ere
93e60d00-4931-42c0-b9f2-d365720af0a0,67ed4c48-b292-4b40-b36b-bc11cb47679a,REF14346929,2026-07-13,15000000.0,Wave,VALIDE,1
423d7875-b8e1-4edd-9357-a2b127593d6c,00c55106-dad6-4c41-93f0-c7decbea0f73,REF15919678,2025-06-20,10000.0,Orange Money,REFUSE,Tranche 1
7e5a9847-7f8e-426f-bc79-14be8249e8ec,1681db3c-78d9-4efd-9dff-f6532964cfc6,REF86125485,2025-12-29,15000000.0,OM,REFUSE,1
49f12ec3-eada-417a-a0bf-3428be5832b7,9b3bc88e-dc7d-4724-8c1b-6e6ae3b3c7a1,REF84298538,2026-01-06,50000.0,OM,,1
38a2370c-224c-475f-8a28-f594bb07a15e,f4b1e9a5-f020-49d7-8770-95a536fc9c68,REF95549222,2024-08-07,15000000.0,Virement,,2eme
aa4d53d3-492e-4443-ab13-22bba90301f1,a0c314c1-0e79-4682-929f-32789403c079,REF27469027,2024-10-28,15000000.0,Virement,,3eme
b423a741-2525-4a9d-a337-a028b4864242,d8f0bd08-a2e3-4e1a-9402-a385a38d1080,REF72473806,2026-02-25,10000.0,OM,REFUSE,2eme
22b1c8c7-6a3d-4670-b1c3-86b567c5461d,fa72d6b9-7c6e-44f9-a36d-513d63b16886,REF99873956,2026-03-14,0.0,Chèque,REFUSE,1ere
387adf5c-63dc-4957-9c43-de2556e21ba1,6b3893f8-5007-41d2-ba9b-7975b71a3dd4,REF37870223,2024-10-18,-15000.0,orange money,VALIDE,1ere
0aefe1bc-2bf5-4cb8-8b34-cd05f0b9c5d9,5116f22d-d6a4-4ffe-863c-a44f2bb6b6b4,REF01501347,2025-01-14,0.0,Orange Money,VALIDE,1ere
0d48ecf1-b4fb-44bd-bc14-861dd4179892,d9fcf270-25c2-4e17-92f3-83c0ed137fbb,REF27701616,2025-08-24,15000000.0,Virement,,1
1f6cbdd4-d7f5-4757-9932-05eabff531f3,5eea4f7d-ff11-4a06-b30a-e0c358885dbc,REF03330070,2025-11-03,0.0,Virement,,Tranche 1
435a5038-d727-40e3-b68f-0cc6f4b509e7,4815baf4-5927-4c3c-a702-df61757d7501,REF54820352,2024-12-13,50000.0,Espèces,VALIDE,Tranche 1
4bda520b-3d91-486a-a635-6302c07768ab,c73892bf-e9bf-443b-b76f-3f60a45ca31c,REF77843272,2024-12-02,-15000.0,Chèque,VALIDE,2eme
417f08f0-cb32-45c8-b800-83a2d61a5784,43b88fef-b0e6-41a5-a312-63119b8c53b9,REF36589819,2025-09-08,0.0,Espèces,ECHEC,1
5f385b5d-f235-4165-9628-7b82c8c390ab,b15c1391-3254-4f09-8cf6-7973e8b6025e,REF_DOUBLON_123,2025-02-09,10000.0,orange money,,3eme
425e9b1d-2a0c-4732-b353-6405c02f0216,3f7e6464-5d56-4496-aa4c-ee09ac3dd4c9,REF62427409,2025-03-10,0.0,Chèque,VALIDE,1
6542e35e-f644-4803-add3-9d2ecbe7f6ca,92348dae-2725-4aad-831c-571bd8ad2422,REF61531900,2025-04-14,0.0,Espèces,,Tranche 1
0b8b1d4b-69f6-41ed-9d5c-c87d786a1de8,71214a4b-03a7-4d41-b38f-70fd1d78a926,REF16018265,2026-03-31,-15000.0,Orange Money,ECHEC,1
122da859-611a-41bf-9cae-b7a49fc5c1f2,86ece21c-46a2-4f82-ad52-8a63de5021ff,REF23170420,2026-03-27,10000.0,Espèces,VALIDE,3eme
27af4edc-5412-437c-a55e-2ff03796192f,23e9e6ee-a4e9-49bd-ad7e-7efbe090ce7a,REF83383825,2026-06-24,10000.0,Virement,ECHEC,1ere
f137614f-1462-4bc8-b3ff-bbe25db7a840,49ccc5c9-04db-4b0b-b601-4065f843ffef,REF27699272,2025-04-15,10000.0,Chèque,VALIDE,1ere
fa95c633-2e55-40dd-af5f-a46bf37cc124,a9382c7c-c799-41fe-ad10-d622d3799989,REF93228302,2026-07-25,15000000.0,Espèces,ECHEC,3eme
91f765d8-d253-421b-8514-db43ab18b520,e3844ba2-2889-4a6d-a9f8-9af657fd3948,REF90927364,2024-08-08,-15000.0,Virement,,1
7df25efb-8a95-4039-b49b-20169872c334,0e1c41a4-5629-429f-95ec-e5225bb3c8c3,REF43593054,2025-01-01,0.0,Orange Money,,Tranche 1
1d714aa6-49dc-48e7-874b-494e3257a721,6c545fe1-0a9b-4ec5-9d1d-4635adddc72f,REF17980438,2026-03-30,0.0,Wave,,Tranche 1
da9eb11c-408e-466d-b916-5e91ecc8e8fa,ee37a57e-e17c-4da5-b7fe-021ba6fd6a2f,REF10317953,2025-08-04,50000.0,Espèces,REFUSE,3eme
e1294547-d231-47f9-b1c3-9aa0dcaf20d5,79383cff-edc2-44b4-9fce-2f59c7210c55,REF42510619,2026-05-31,15000000.0,Orange Money,REFUSE,3eme
e6bb3a2b-b7c2-4022-ba11-ae9b898e8fc7,8a58570f-a487-45ef-af36-e05878436461,REF89256127,2026-03-20,10000.0,Chèque,,2eme
1ba40c02-6c5b-4d9d-9b86-55a0e72c97db,21df9613-1cd0-4261-8168-13da4d819e6c,REF34546311,2026-06-27,10000.0,Wave,ECHEC,1
92bb0fd0-5ca0-4f18-b557-6987141915ae,484a392e-efd1-4f1a-b89f-0e0328b4541d,REF34033245,2025-03-23,-15000.0,orange money,VALIDE,1
aac747f1-bbde-462f-b750-70add9650731,22e0f5f0-60c9-4020-905f-f81eb14c8738,REF43191700,2025-01-05,50000.0,Orange Money,ECHEC,2eme
1ef1d51e-8104-423b-aeae-0944ab778713,52147821-5523-4fba-bbd7-1bfd0d5097f5,REF28642380,2025-11-26,15000000.0,Espèces,VALIDE,Tranche 1
5040b552-f06f-429b-abd5-50115c8b1ce1,32157134-5890-4381-9235-3d9cd5faff61,REF00278704,2024-12-09,-15000.0,Orange Money,ECHEC,1ere
dfbb55fd-9aad-407b-b494-5035e1ec6957,1ae08cc1-e8e1-4dc1-9092-9eaf8491b736,REF02921098,2026-04-24,50000.0,OM,ECHEC,Tranche 1
1e2a1ece-a530-4cc3-ae53-950f0c200c40,cea55ddc-8f94-4375-b6cd-73811e17431d,REF_DOUBLON_123,2026-01-18,-15000.0,orange money,,1ere
50142984-fb5b-46f2-9fdd-295002e5de70,31c5b702-cb00-403d-b107-faf89eccf69a,REF79258032,2026-04-17,0.0,orange money,ECHEC,2eme
f6643e68-bf2c-4057-a4ee-a1e8edfa94e3,b10de893-8fd5-4953-b8c3-d2fd80750b20,REF25534939,2026-01-10,0.0,OM,ECHEC,2eme
a8da7ba8-8016-436d-b0b5-4dd2c5a68386,dfc0a010-b8ae-48bb-8c6f-1ef50c419b63,REF44477252,2024-11-21,-15000.0,Orange Money,VALIDE,1
9cce4e1a-a4d2-4ddf-98d0-b9af7465f15e,ea559881-34bf-4a14-abdf-7cf1637a2ed0,REF42274385,2025-10-17,-15000.0,Wave,,2eme
dba7491e-a134-4bec-a1cd-5f00b6c9b889,c07ff7e4-f231-470a-b279-e6ee1deb59ea,REF92529694,2026-06-08,-15000.0,orange money,VALIDE,3eme
20ead887-0513-49a4-a32f-d68760d18c4b,b2daa71c-850a-4b00-8056-85bdf7765e79,REF56797608,2025-09-26,-15000.0,OM,VALIDE,1ere
51070b10-5d03-45ed-98f2-fcc10ef32657,a55027f2-54af-428e-ba16-4d3b884ac734,REF61487315,2026-03-04,0.0,Chèque,VALIDE,3eme
11350f4a-1755-4f89-9842-50656f0dbe34,61b0ca29-db0f-4f2d-b0dd-a5159ff3e290,REF33883587,2025-06-16,0.0,Wave,REFUSE,1ere
f3f413fc-cb1d-4f33-bd97-4f35c61a8456,9c675553-1944-43fd-b0bf-b20d9b54d72b,REF07440188,2025-12-16,10000.0,Wave,VALIDE,1ere
eb6364a1-74f0-4a18-bfb0-8472c2c3be2d,705a9792-63c1-47e4-8dc2-ca1e66b5ff4f,REF78065456,2025-09-23,10000.0,Chèque,ECHEC,2eme
7a39690e-7135-4bcb-9f26-2a743f201bd6,48e17841-dcae-4935-8cda-0f8ccba222b6,REF67924373,2024-12-08,-15000.0,Wave,,1
63997260-fc9a-44ed-a825-096ec7153b7b,33ec9737-9158-45a6-a13e-0e2ce1f663b7,REF45224416,2025-08-20,-15000.0,Chèque,ECHEC,1ere
b80cbed6-7434-4d70-90a2-62dca53569bd,e73c646d-c02f-499e-b68d-7c967f74c9ff,REF_DOUBLON_123,2025-05-19,-15000.0,Virement,ECHEC,1ere
aea879bd-4459-4ab8-9e29-e85fbe851418,0a30b34c-c30a-4b6e-9450-ea65ea63095a,REF67815713,2024-11-20,15000000.0,Wave,VALIDE,2eme
1a042b8f-d59f-4a6f-afad-22fc6216c2ac,3cb87115-5654-4758-be93-ac9a839b64be,REF_DOUBLON_123,2025-08-04,0.0,Espèces,ECHEC,1ere
227eef9f-8fa5-484c-a162-811bfff98c3d,e1a5cb17-bd65-4a13-867e-cd3db92939cc,REF20873264,2025-03-16,-15000.0,Virement,,3eme
0a712c2f-c168-496c-a243-682f0f69a718,fb93104c-722b-4069-bced-604876ea9dfe,REF52244589,2026-05-22,15000000.0,Espèces,,1
87ce6436-3e43-42f2-b1a3-c286b98de13c,0ac80117-3d30-4374-8593-ec03c67e884a,REF54099320,2025-05-20,10000.0,Virement,ECHEC,3eme
d5088ca4-1866-4c65-93b1-482e3b6042ea,6c0529c4-db8f-44a0-9939-78f8c1422789,REF89210440,2025-04-29,15000000.0,Virement,ECHEC,1ere
0b5d61c8-3b78-4a11-9ed7-2edf99decbf3,7d33f52f-0e70-46c5-838a-e42217ba1fd3,REF24330056,2025-02-01,0.0,Wave,VALIDE,2eme
d048858c-dd53-435d-950f-cc4018f72902,dba248ac-2b33-40f7-92f3-86b9ea8e99f0,REF73950923,2024-12-22,0.0,orange money,VALIDE,2eme
725a9b05-a65f-432b-b4ff-37c82f82cb4f,b0a6f0ba-9ff4-497b-b616-4683a9fd00b7,REF87626044,2024-11-01,15000000.0,Espèces,,3eme
3b1128cb-0341-4300-88da-572b062910fa,b4878826-87c4-44ec-99be-a439d4b73455,REF63608054,2026-03-04,0.0,Orange Money,VALIDE,3eme
d3d6978a-a4c8-4fcb-874a-0a185bac01b6,8d481d6d-ab39-431d-be42-b58c355800dc,REF06974094,2026-04-03,50000.0,Orange Money,,1
9f63b515-8db6-4a36-9abc-8f3102a199e0,285a1305-db98-42b3-8999-122f70525d2c,REF74319580,2025-06-05,-15000.0,OM,REFUSE,Tranche 1
180c95f4-9b91-485e-9205-47ed0a4c2a9f,c8b41761-e082-4167-b020-56dbdadc048e,REF23184244,2025-04-20,50000.0,Virement,VALIDE,3eme
473e1368-6937-4aaa-bf72-53fe0fe66de8,ffa4f433-ba15-4f2a-a5e0-b19c6cb08943,REF_DOUBLON_123,2024-11-29,10000.0,orange money,,1ere
6de384e8-839a-41da-ab92-74e2a945addc,1c2ce499-ea0f-4634-a8fc-610949d03714,REF55965987,2026-01-28,50000.0,Virement,,Tranche 1
18acc05a-a108-4714-861d-23c24bb05a58,15561ffb-1890-4041-b976-74fc2b7bbf8c,REF44764044,2026-03-10,-15000.0,Chèque,ECHEC,2eme
87bb6ad1-cefc-4bcd-b7bc-b3584a04dae5,73abb763-d2c6-4bd1-abf1-d63435b0b13d,REF40500271,2025-01-24,50000.0,Virement,REFUSE,Tranche 1
e753eaf4-f7ea-4628-a99b-8d022c718942,193a7788-a45b-4e19-a679-0d2f0ec7cd7e,REF_DOUBLON_123,2026-04-06,0.0,Chèque,VALIDE,1
84603f2b-b24f-4e2c-a5a3-4b5e004e4b21,417c00a1-0601-4fb6-9933-ab5590ef3e08,REF57870867,2024-09-28,10000.0,OM,VALIDE,2eme
ee94f2d2-78c6-42a4-b334-b55e9ef29c62,434ce07a-ce80-4835-abeb-65bda0ed330f,REF02610811,2026-07-23,50000.0,Espèces,VALIDE,1
a80b9ad5-eaa5-4ca2-a99b-3780fcbb82cd,7c22513c-e572-4ac9-827d-fad030acf599,REF69121817,2025-08-31,15000000.0,OM,VALIDE,1ere
1a9e7455-15d1-4e4b-8f2c-e36bbeb13389,1eb03d35-1a16-4a41-8d33-175a3c5b7efc,REF10006029,2024-11-16,-15000.0,Wave,ECHEC,1ere
90fe39e0-a6d4-4357-93e9-fea1895e0866,9ef4261d-d1ca-4a90-b611-68bb1f5b1e07,REF03971464,2025-11-22,15000000.0,Virement,ECHEC,1
0239dd1d-c3fb-4bc4-85b5-509eaf0189ab,1564e378-e538-4943-9a55-36a187452181,REF19586643,2025-04-11,0.0,OM,REFUSE,1
5fa8d848-8964-4af6-812f-f19d0490ad66,03f3ee30-da9b-4d32-8365-9af33a4e895a,REF93362474,2024-11-14,-15000.0,Wave,REFUSE,Tranche 1
a64fe8b1-6d5b-48b9-9977-91d79a66e952,0ff59e62-d656-464b-af9c-a4733538704a,REF15580486,2025-11-18,-15000.0,orange money,,1
