id_inscription,id_etudiant,id_classe,date_inscription,statut,type_inscription,bourse,reduction
41b6ab8c-bc96-4f41-8ef4-e628b32aa360,87f61c61-3b1b-45d6-bee1-95075910b7ab,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2025-03-23,EN ATTENTE,Reinscription,,25.0
627c937f-dc21-44b6-92c2-a5cec16c9bed,727f9d10-c39f-4f5f-bbb2-8d7139b78b49,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2026-07-27,INSCRIT,,True,0.0
2bb95c6b-a936-4962-a6cf-874fcb439e3b,c35d4ff9-3739-4c4e-9417-74b789f095c6,7a7b0aed-1809-4ae1-8487-10fe51603919,2025-08-04,INSCRIT,Reinscription,False,150.0
12b9e603-0a34-4307-a9fa-9867141be958,50ae5d2c-c8a2-47f5-a189-0766ed4c466b,fe4bc865-e893-41bf-b8e3-9535a020cfef,2026-04-16,ANNULE,Nouvelle,,-20.0
428d49ac-f766-4598-8d9e-88d2c95d4657,6c35bc7b-a5ec-4875-8c2e-cea2fdb649ce,400a8469-f394-442f-8939-309dc285f046,2026-04-28,EN ATTENTE,Reinscription,,150.0
b1c18ca2-14a2-4e99-8fc9-815280327f69,15aabb82-d659-48a7-9b76-46d1962802be,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2026-03-17,INSCRIT,Reinscription ,,150.0
0a98d5fb-667f-4d80-beb6-af69e29c7434,27ff2416-0a41-4a1e-aa8b-54ef9f1487c7,400a8469-f394-442f-8939-309dc285f046,2027-07-17,INSCRIT,NOUVELLE,,25.0
cfc5d2f7-ae1c-4906-9c31-607648da5bf8,32f8a288-672b-4f7f-9b4c-7da19fad346d,fe4bc865-e893-41bf-b8e3-9535a020cfef,2025-05-26,ANNULE,,,10.0
a6fb5257-84c4-40f3-86af-fe77fd6356c9,a47126f1-c38f-4fa6-a832-1b2c8e2345e6,e9072d0c-ce82-4947-bdf0-365f52ecb018,2024-08-11,INSCRIT,Reinscription ,True,10.0
859e693d-0c85-498c-9780-cf003bb8ad76,d76ed61d-1813-49bc-81a9-e5e72636b009,400a8469-f394-442f-8939-309dc285f046,2025-03-18,INSCRIT,NOUVELLE,False,-20.0
672fee18-4c1b-48cf-9d92-27c59d852ae1,d5bfb094-7965-467b-b8fa-17939df6de26,7a7b0aed-1809-4ae1-8487-10fe51603919,2025-05-19,UNKNOWN,Nouvelle,,10.0
5097d220-08ee-4cb3-8feb-6eda99313f65,450107d3-5111-4e29-aa9c-17c2f16a42b6,f259d263-039d-4cb2-ae03-efd0c6655ca8,2025-09-28,INSCRIT,Reinscription ,False,150.0
95edc90d-25bf-4f97-942e-39179fb2ff2e,d4d287db-2aed-4552-8cec-f0ab96d936d4,e9072d0c-ce82-4947-bdf0-365f52ecb018,2026-06-02,UNKNOWN,Reinscription ,,-20.0
3631a6a7-7f81-455a-bdc6-41b42bf75e6a,d72b3939-88af-4b06-825e-43055d09bf8a,58c8dabc-e808-47df-a27c-d79bc43f4361,2026-06-07,INSCRIT,Nouvelle,False,-20.0
cf1e0d3b-a671-44fb-b2a9-bd3cba289923,7875d76d-6341-4b50-9c42-380924a73133,400a8469-f394-442f-8939-309dc285f046,2025-01-11,UNKNOWN,Nouvelle,False,-20.0
7ae39084-c346-4068-823e-c2b8f8a8cb07,171b67c7-61f6-4a31-b9ba-5c9277b0f159,58c8dabc-e808-47df-a27c-d79bc43f4361,2027-11-13,UNKNOWN,Nouvelle,,-20.0
992a07a7-143c-4e8d-8322-1c769001d023,025453ea-9da9-4f1f-a85a-f7db696c863c,fe4bc865-e893-41bf-b8e3-9535a020cfef,2024-11-25,UNKNOWN,Reinscription,False,0.0
4323198d-22fe-46d1-803c-48bbf22f40d2,42b81444-45db-48c7-b45a-ab126501faf5,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-08-02,EN ATTENTE,Reinscription ,,0.0
516382ad-cf35-463b-9041-11852a309954,4929aa80-fb2c-475e-b2fd-782a004e7c50,7a7b0aed-1809-4ae1-8487-10fe51603919,2025-08-10,UNKNOWN,Reinscription,,0.0
b712f7ee-ce56-4e1e-ae94-38dbc7ad3a19,c45c9b15-0958-4bdc-9cce-a351cb56ab52,127e9890-e7f1-4c68-a44b-f099fdcb0281,2025-10-14,EN ATTENTE,Nouvelle,True,150.0
874e17c6-a4b8-4e5d-af9c-b0be4fa6d5a2,f863696b-1fda-474f-9171-f752698588fa,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-06-11,EN ATTENTE,,,10.0
3e1c32c9-25ea-411e-b57a-a8b365345ab0,d76ea0ce-830a-473e-bdbc-c8918904f439,400a8469-f394-442f-8939-309dc285f046,2026-07-29,UNKNOWN,Reinscription,False,150.0
48edb9e0-58b0-45fb-8379-885acc409c6f,954615ff-c0ff-4ba3-a212-6a1018e7ff24,d3d428d2-34e3-4418-9196-1f34673c6e67,2026-06-22,EN ATTENTE,,False,25.0
0946da57-4923-436c-a504-34edd7aecfea,0bc261d6-8af0-4dd1-ac78-f625c51ccd81,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-06-10,EN ATTENTE,,,25.0
b4ded093-c28d-4bd6-aa6a-042b51d25912,9d6f2a3b-8438-4383-95f7-377ed500b83c,fe4bc865-e893-41bf-b8e3-9535a020cfef,2026-04-22,EN ATTENTE,Reinscription,,150.0
931a04b8-30b8-43e3-bb91-e4a6abca0941,4581ee06-1c12-464a-b65d-cf707dd1365e,fe4bc865-e893-41bf-b8e3-9535a020cfef,2025-03-04,UNKNOWN,Reinscription,True,25.0
e31121fb-d489-409c-bb64-30f3f52afc7d,55aaf018-0480-4836-ac5c-fbd2785b490a,fe4bc865-e893-41bf-b8e3-9535a020cfef,2025-04-13,INSCRIT,Nouvelle,True,150.0
00e2898f-8dee-4286-ae06-acd25074cbb3,50978c6f-4935-45f3-95e3-e6bd108fa756,f259d263-039d-4cb2-ae03-efd0c6655ca8,2024-09-30,EN ATTENTE,,False,10.0
5158177c-6c12-49cb-9053-da20e16eb1d2,02865bb6-1a1e-4a3d-9682-610471eb80a7,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-06-12,UNKNOWN,,,-20.0
95a53eeb-cc85-46f3-8304-7a35223e5a4d,b723f8cf-bd67-4292-b848-7f01fe8c7116,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-11-22,INSCRIT,Reinscription ,True,-20.0
eb8e9194-6d04-40da-b16b-4c8c04df506c,2d710d06-d88e-42c3-95f9-03d264d687db,f259d263-039d-4cb2-ae03-efd0c6655ca8,2024-09-18,INSCRIT,Reinscription,False,10.0
9b9b8630-c941-46d9-afab-7df4059008d8,a227bf15-3a37-46a7-90c5-8588be68ea94,e9072d0c-ce82-4947-bdf0-365f52ecb018,2024-12-28,ANNULE,Reinscription,False,-20.0
992fceef-fecd-45d9-9e02-154b7858e662,039ddf14-31f4-4c7f-80d9-ff3edb6d8730,f259d263-039d-4cb2-ae03-efd0c6655ca8,2024-11-21,ANNULE,Nouvelle,,150.0
71137ef4-660a-4df0-a0af-a2905576e641,29024cd6-8cb5-4e89-9159-873aac78bb72,58c8dabc-e808-47df-a27c-d79bc43f4361,2027-06-11,UNKNOWN,NOUVELLE,,10.0
9326479c-ff11-41c5-96f8-ee42f3c0a665,146e7176-879a-4688-94a6-1030a6efb681,127e9890-e7f1-4c68-a44b-f099fdcb0281,2025-01-14,UNKNOWN,NOUVELLE,,10.0
8775fc86-1062-40fa-9fc2-543f4df604c4,07a9af47-34c9-4e3a-8c2e-5e33f9b2d4fa,7a7b0aed-1809-4ae1-8487-10fe51603919,2026-06-01,INSCRIT,,,10.0
d54642f0-a196-4097-81d0-b33ab6c54a5d,a40df373-6337-4900-8995-2229d5f89a95,7a7b0aed-1809-4ae1-8487-10fe51603919,2026-01-17,INSCRIT,Nouvelle,,0.0
81b9d19d-9d9e-438d-b258-192170cc9a41,2f63e9b2-1093-4c9a-b992-e631658ea46a,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2027-02-14,UNKNOWN,NOUVELLE,,10.0
f5e00461-ba61-4e13-8139-cb5874febe1f,c43d5479-99d6-4c4f-9ed1-29655fd9fdac,d3d428d2-34e3-4418-9196-1f34673c6e67,2026-01-12,ANNULE,NOUVELLE,True,10.0
c8874466-6ba3-4fb8-b57c-0265667b0108,ae99dfc7-1fea-475e-be08-03d559574d7b,7a7b0aed-1809-4ae1-8487-10fe51603919,2026-06-01,UNKNOWN,Nouvelle,False,0.0
f96306c5-559d-46f4-af59-a39654a673e7,3c9cc494-85c8-4410-9c4a-68c086f3e3ae,400a8469-f394-442f-8939-309dc285f046,2026-06-03,EN ATTENTE,NOUVELLE,False,150.0
7d908442-6deb-4930-bc13-0ac642cfa5ae,727f9d0a-e897-4c4c-a92d-9d0c2c5c987d,d3d428d2-34e3-4418-9196-1f34673c6e67,2026-01-08,ANNULE,Nouvelle,True,-20.0
7f1816eb-0efd-4bdb-bf04-e26792a16df3,610f931b-e99c-4ee7-9e96-848eb4fca9f6,400a8469-f394-442f-8939-309dc285f046,2025-09-24,UNKNOWN,Nouvelle,,-20.0
0939ba98-a283-40f1-8a4e-eff03e3a4f8c,d8ea1129-12c0-4751-9770-183a64958896,e9072d0c-ce82-4947-bdf0-365f52ecb018,2026-02-18,EN ATTENTE,Reinscription,True,25.0
6e72f73c-6ed2-4ccd-88fe-8774ba73f953,f198c800-3f61-4071-a0bc-31852d3b2e68,fe4bc865-e893-41bf-b8e3-9535a020cfef,2025-12-04,EN ATTENTE,Nouvelle,False,-20.0
0868ce40-e68a-4c7f-a864-64f2dcd479bb,dcd5a5a1-85a3-443b-9062-24e0073e9566,f259d263-039d-4cb2-ae03-efd0c6655ca8,2026-10-13,INSCRIT,Reinscription ,False,25.0
a74d0545-3d5d-4498-afb1-98a1d7fa00c9,29e4ae4a-e98e-4c9f-a04f-facf929289bf,58c8dabc-e808-47df-a27c-d79bc43f4361,2024-09-27,EN ATTENTE,Reinscription ,True,-20.0
c25d6dc4-821e-48eb-aa44-ab92b8c966e0,9810efa2-48fc-46c7-966c-8ee53a469de8,7a7b0aed-1809-4ae1-8487-10fe51603919,2026-02-13,ANNULE,NOUVELLE,True,150.0
ed971979-2cc6-4d9a-b2cb-1be9808a3bcd,7270e33c-26c3-4fd6-960f-e739ce563a04,e9072d0c-ce82-4947-bdf0-365f52ecb018,2025-05-25,EN ATTENTE,Reinscription,True,10.0
d6f8249a-967a-412f-a19e-00f21ae847ae,4785a514-0802-4165-8c33-391c9d56f425,400a8469-f394-442f-8939-309dc285f046,2027-07-09,UNKNOWN,Reinscription ,,25.0
b42143a5-d55c-41a2-8397-9ffe911cd60c,969fb1b7-fa12-4006-995b-3ed8be16ceb3,7a7b0aed-1809-4ae1-8487-10fe51603919,2025-04-29,EN ATTENTE,NOUVELLE,True,25.0
cb858aef-2c3f-4c02-85d0-a5c2db978c16,ee5df4e0-c639-4aab-b04d-284f2437a3ad,58c8dabc-e808-47df-a27c-d79bc43f4361,2024-10-24,ANNULE,Reinscription,True,10.0
47af2787-0049-4afe-b592-1844d53802e9,72145153-6b11-4c80-97df-8a32345f6146,7a7b0aed-1809-4ae1-8487-10fe51603919,2025-11-07,INSCRIT,Nouvelle,True,0.0
fc7992dd-fe7f-4977-9be1-fd06466aeb24,ee577502-8bfd-4843-9cc6-aab64f2670d6,e9072d0c-ce82-4947-bdf0-365f52ecb018,2026-01-13,EN ATTENTE,,False,150.0
a77897e2-6465-4820-839b-c7cfb57a9c15,a3b78c94-66f3-4fb8-9b25-b0688293618a,400a8469-f394-442f-8939-309dc285f046,2026-01-23,INSCRIT,NOUVELLE,True,-20.0
3440a464-5562-4aa5-b48a-b211623a75b6,c41d6f53-c581-4635-bb13-b623d3f6a3ba,58c8dabc-e808-47df-a27c-d79bc43f4361,2024-11-13,UNKNOWN,Reinscription ,,10.0
e1a8eabd-9d62-4b9d-9823-ea89ad495907,610122eb-9484-4120-9c22-de9e6fe4fb21,e9072d0c-ce82-4947-bdf0-365f52ecb018,2026-05-20,EN ATTENTE,Reinscription ,False,10.0
66483b0c-5f44-4901-9d33-910c3c36fc77,f1dd45b5-323c-47d3-9171-7f32b8b96e23,e9072d0c-ce82-4947-bdf0-365f52ecb018,2025-11-06,ANNULE,Nouvelle,,150.0
3669f589-9e51-493f-8584-1f6bc932f35f,cd7850f5-0d6f-4d3c-8ec8-c43dfbbe9a14,400a8469-f394-442f-8939-309dc285f046,2025-02-09,UNKNOWN,,False,10.0
ef6b8fcd-17d5-4381-bda5-97a06adff830,cab5fe84-94f4-4633-852e-508de3303c7e,400a8469-f394-442f-8939-309dc285f046,2026-02-03,ANNULE,,,10.0
0b4dc47f-2af0-4c76-bedd-3c3572371dc7,b5b980ed-74d2-412d-acc8-78f7aeca077c,f259d263-039d-4cb2-ae03-efd0c6655ca8,2026-02-06,EN ATTENTE,Reinscription ,True,10.0
06e0a2bb-ea1c-4d66-bd53-3f884db99491,d91dae04-1f65-4293-8c3d-c869db93ef1c,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-10-19,INSCRIT,,True,10.0
9d099eec-5e01-4800-8fcb-d589086b6d63,e7a53fb8-b51c-4923-ad2a-9415f173632c,7a7b0aed-1809-4ae1-8487-10fe51603919,2025-12-15,EN ATTENTE,Reinscription,True,-20.0
8fcb6965-8d74-4e95-8fc1-51f12c031a2a,ba306e3b-a354-4dc9-8ae4-2acd28771251,400a8469-f394-442f-8939-309dc285f046,2026-06-22,ANNULE,NOUVELLE,True,10.0
a15f0a6c-e2d4-478e-a716-6350105bb232,a28182e1-1c09-4d77-93f9-2351e631c7ab,127e9890-e7f1-4c68-a44b-f099fdcb0281,2026-05-08,INSCRIT,Nouvelle,False,10.0
24704a3b-27ac-48de-bff8-6bcd8c168e0e,87085be2-c966-4b32-a42a-ca791a4f98f6,fe4bc865-e893-41bf-b8e3-9535a020cfef,2024-11-26,ANNULE,Reinscription ,True,0.0
af0bdde5-5c03-44ad-872c-71f2cd4551f2,fc036806-05e4-47d3-9e1f-fefdcf4bd80c,400a8469-f394-442f-8939-309dc285f046,2025-02-11,INSCRIT,,True,25.0
4f67b122-9927-40f3-9a6f-3abe9a1dde3e,d003939c-bd0e-4e88-b50d-0e5fdcdad64e,400a8469-f394-442f-8939-309dc285f046,2026-01-14,UNKNOWN,,True,10.0
62212918-d8e7-4471-a551-605dc321a662,3956b653-c467-46e4-838f-6ec3388ed939,127e9890-e7f1-4c68-a44b-f099fdcb0281,2025-03-16,UNKNOWN,NOUVELLE,False,150.0
68e048bb-6afb-4902-bb94-f744dba946f0,6f41bbc0-6150-43b8-a5cd-3e29d76f8a56,7a7b0aed-1809-4ae1-8487-10fe51603919,2024-11-02,ANNULE,,True,150.0
2e5a843d-e4d3-4f81-9afa-a6d4091d9bef,9c2c433a-7d45-4ad2-8859-0a3283fe16a5,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2024-11-04,UNKNOWN,Nouvelle,,150.0
332cf4c9-eb1b-493e-bac9-7cfc01cfdaaa,aae0997b-6175-4666-bcf9-c2ffe1a182fe,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-12-29,INSCRIT,Nouvelle,True,25.0
5e123bba-201c-4395-9a41-e36eaf8f9953,402d8c3c-5493-4071-99e1-ce597212e91d,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2024-11-19,EN ATTENTE,Reinscription ,False,-20.0
a53b4964-968c-4091-807f-fda3e3b68488,36afaa5f-0497-4029-83e9-2767e6fadd8b,127e9890-e7f1-4c68-a44b-f099fdcb0281,2025-01-24,UNKNOWN,Reinscription,True,10.0
1ce29cd7-f26e-4e85-ab4e-60179eddc053,f8dd95ce-0902-4538-85f2-4a58bf96bbca,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-11-25,UNKNOWN,Nouvelle,False,10.0
c5a63b21-ca92-47de-99a5-95f7301fafb3,12aa97d6-d81b-41b3-84cc-34aa37656f97,127e9890-e7f1-4c68-a44b-f099fdcb0281,2026-04-05,EN ATTENTE,,True,150.0
3be9f2c6-c0f1-42ba-a508-49b12c7ea2c3,f12c71c3-8848-40df-901a-da841321cd7d,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-12-27,UNKNOWN,,False,10.0
30f1e330-b730-44a4-b562-63cffee89eff,c7e839f3-098f-4f64-98bd-948911141c0a,d3d428d2-34e3-4418-9196-1f34673c6e67,2026-02-27,UNKNOWN,,True,-20.0
8610314b-3a30-4723-8b59-baa0a72c58a6,da4a211a-0bf5-4361-b9da-0faf297f026b,e9072d0c-ce82-4947-bdf0-365f52ecb018,2026-02-09,ANNULE,NOUVELLE,True,10.0
3cb48f91-ad83-480e-a8e6-ffef4d359da4,dd38a7c9-584e-481c-be37-e8f53fcea363,7a7b0aed-1809-4ae1-8487-10fe51603919,2026-07-23,UNKNOWN,,,0.0
571bf360-c8fb-459f-a77b-eff32aea9a3b,301794d5-6727-4bae-865d-9a30e9a69616,e9072d0c-ce82-4947-bdf0-365f52ecb018,2024-10-19,ANNULE,Nouvelle,,10.0
0f3f00ca-f101-4469-9d90-eb1d0bc90aea,38c8f875-0843-4a27-9f5b-b0d9e22098c0,7a7b0aed-1809-4ae1-8487-10fe51603919,2026-08-30,ANNULE,Nouvelle,,150.0
88e57ada-5350-48be-8b63-a2aa1ad6f0ce,27d3a552-0ba8-4a29-adcd-4073f2afe65b,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2026-07-26,EN ATTENTE,,False,150.0
980ab7d0-d060-4b34-86cc-4a076cf2572b,f0a0474e-fed1-4acb-8de8-52248e27451a,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2024-10-09,INSCRIT,Reinscription,False,0.0
705a9792-63c1-47e4-8dc2-ca1e66b5ff4f,cb4b9876-cef1-48bd-8eb2-d7977abc0cf3,fe4bc865-e893-41bf-b8e3-9535a020cfef,2026-05-14,INSCRIT,,,10.0
1b888fde-af4b-4cf5-a633-0be0ef05028e,c3fed2df-0c15-406b-be65-f37b01178203,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-09-06,INSCRIT,Nouvelle,False,0.0
967c0240-bcc8-4fd8-8fd7-fccd92694c48,638c7260-d2cf-4726-8162-bd2ab9e70e86,f259d263-039d-4cb2-ae03-efd0c6655ca8,2025-02-04,ANNULE,Reinscription,,-20.0
7ddc5e7e-93a4-47cf-b00c-9f49d76c486d,a21f1e2b-aaeb-47c7-8a87-ac711fbcfc19,400a8469-f394-442f-8939-309dc285f046,2026-03-02,UNKNOWN,,False,150.0
a8db6e25-7a69-412a-9d1c-89550c6788f2,75085820-2b1a-41b1-8aab-bf6c07e72579,f259d263-039d-4cb2-ae03-efd0c6655ca8,2026-04-13,ANNULE,Reinscription,,25.0
d184346b-0089-46de-bcb9-a486adc8b0e4,636eacea-c838-44d8-972d-69d6b152f739,58c8dabc-e808-47df-a27c-d79bc43f4361,2026-05-12,INSCRIT,Reinscription,True,150.0
b65e0b1d-5819-4544-8aba-290e0cf305de,7f635eea-76ff-4653-9ba3-819d3120d85c,127e9890-e7f1-4c68-a44b-f099fdcb0281,2025-11-12,EN ATTENTE,NOUVELLE,,10.0
b6d2ab5c-e9c1-4876-9c1a-5ef4dee5910d,1a58ea1d-d2fa-48c7-8855-587129e8901b,fe4bc865-e893-41bf-b8e3-9535a020cfef,2025-10-29,INSCRIT,Reinscription,False,25.0
a1a5ca2e-730d-4c3a-bc0d-a4f451354dfc,7cadd667-8bb0-44ba-b78c-3f2a01222785,58c8dabc-e808-47df-a27c-d79bc43f4361,2025-03-08,ANNULE,,,25.0
fc88b192-edfe-4183-b516-f338e2057ed3,b31a928c-3374-496d-a588-f981cbcab5a0,58c8dabc-e808-47df-a27c-d79bc43f4361,2026-04-08,INSCRIT,Nouvelle,True,-20.0
066dd25c-ec3e-4cbf-9cb1-00e6fa125081,c551a2ed-08db-4536-a063-32e3c3dc27db,e9072d0c-ce82-4947-bdf0-365f52ecb018,2026-05-27,ANNULE,Reinscription ,False,150.0
6df0de6f-0444-4777-adcd-d2b6cda0bebc,d1558447-8b1a-4678-94c9-59c7eed68831,58c8dabc-e808-47df-a27c-d79bc43f4361,2024-11-30,UNKNOWN,,,150.0
aee7bc42-fc88-4253-a143-b77bfe01626e,bb3b922c-f376-43ca-81da-fffa3d4c43cf,7a7b0aed-1809-4ae1-8487-10fe51603919,2025-03-05,EN ATTENTE,NOUVELLE,False,0.0
0ecb04e7-6ed7-4481-afeb-05ee00ec64cb,b0854287-4c8c-4018-94ef-2d847526e987,127e9890-e7f1-4c68-a44b-f099fdcb0281,2026-07-26,EN ATTENTE,NOUVELLE,True,25.0
1040bf32-97a3-4202-afa3-f1092ed5e24a,1055aaf9-928b-47f3-88db-1d912468dbad,400a8469-f394-442f-8939-309dc285f046,2024-08-08,ANNULE,Reinscription ,,150.0
d973a391-7c6e-4962-bb66-17e396b32d02,e448ff0c-51b3-423c-a938-dd2d24f6c4b2,f259d263-039d-4cb2-ae03-efd0c6655ca8,2027-02-05,UNKNOWN,Reinscription,,0.0
efe2a879-9c61-4637-aeb4-7960ccdadd06,aea5239b-75d4-450c-87c6-db97363aa810,f259d263-039d-4cb2-ae03-efd0c6655ca8,2026-05-14,UNKNOWN,Nouvelle,,0.0
1530740f-2b20-47ad-a942-fb06bb7142e4,02f79de2-a763-4c7d-96d3-f11975a0522e,58c8dabc-e808-47df-a27c-d79bc43f4361,2026-07-23,ANNULE,Nouvelle,False,25.0
9cc0b911-cc21-4848-98c6-a7f4bc308eb9,b63d0ed6-122c-476e-8b60-303a02e69c17,7a7b0aed-1809-4ae1-8487-10fe51603919,2025-04-27,UNKNOWN,,False,-20.0
0a270d77-cefc-4d54-a204-9f87a3905fde,a0af0617-02ee-4406-9862-689f9ce64331,7a7b0aed-1809-4ae1-8487-10fe51603919,2026-07-07,ANNULE,Reinscription,True,10.0
4a4ea429-b5f8-4f94-ab2e-f306f3b08ff2,6e90d959-5c82-4fb0-a8f2-1407d9cdb3fc,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2027-11-25,INSCRIT,Reinscription ,,0.0
e7ae3280-8012-4902-b7e7-f74dc08552c5,3c67568f-b21c-4689-a5ba-bd6003eb3328,127e9890-e7f1-4c68-a44b-f099fdcb0281,2026-05-17,INSCRIT,,True,10.0
f88862e4-d52f-4ea8-9ce8-325ad19ac2de,df360d4e-301a-49d1-a200-7433df1052d2,d3d428d2-34e3-4418-9196-1f34673c6e67,2027-11-20,INSCRIT,,False,10.0
574a99d1-3a55-4bbf-9071-53102f99abbb,9f225adc-c151-4d49-8621-3b1e495ccb62,e9072d0c-ce82-4947-bdf0-365f52ecb018,2025-05-11,EN ATTENTE,Reinscription,,25.0
8c9b93b1-d60e-4632-bc1c-f37f18fb43dc,942994ea-b057-4c8d-92b9-0cca78eea9b0,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2026-03-22,UNKNOWN,,False,10.0
14ffc17a-02a7-49bd-8e93-58b763723c9d,f9fe5d14-2729-494b-a277-d2e50dd8f3f3,fe4bc865-e893-41bf-b8e3-9535a020cfef,2024-08-26,EN ATTENTE,Reinscription ,,150.0
d97cca96-9928-4697-9ebc-9b00f9c13c0f,64eb83bb-4844-4604-b4c4-40a95b66200c,58c8dabc-e808-47df-a27c-d79bc43f4361,2025-01-13,ANNULE,Nouvelle,True,0.0
1dd58601-9950-452a-a94d-4910557c34b3,755d77a7-2dd8-4a29-bfc0-edf8a8c1cc44,400a8469-f394-442f-8939-309dc285f046,2025-01-20,ANNULE,Reinscription ,True,-20.0
15071063-1849-4208-b199-1908f788f0c9,de1f3758-3e2a-4adc-9e46-28f3854b02b2,127e9890-e7f1-4c68-a44b-f099fdcb0281,2026-04-27,ANNULE,NOUVELLE,True,25.0
e6d71fe2-cb97-4207-854e-f9986700a1be,b271c847-59b3-4dbc-b9cb-d234d5675a32,e9072d0c-ce82-4947-bdf0-365f52ecb018,2026-10-17,ANNULE,Reinscription ,False,25.0
